farmer_id,date,crop,quantity_available
8,2024-10-11,maize,946
8,2024-10-12,maize,594
8,2024-10-13,maize,918
8,2024-10-14,maize,1177
8,2024-10-15,maize,758
8,2024-10-16,maize,559
8,2024-10-17,maize,852
8,2024-10-18,maize,603
8,2024-10-20,maize,497
8,2024-10-21,maize,665
8,2024-10-22,maize,714
8,2024-10-23,maize,613
8,2024-10-24,maize,1085
8,2024-10-26,maize,1200
8,2024-10-27,maize,940
8,2024-10-28,maize,893
8,2024-10-29,maize,786
8,2024-10-30,maize,632
8,2024-10-31,maize,1141
8,2024-11-01,maize,802
8,2024-11-02,maize,720
8,2024-11-03,maize,1021
8,2024-11-04,maize,800
8,2024-11-05,maize,1014
8,2024-11-06,maize,731
8,2024-11-07,maize,1022
8,2024-11-09,maize,1014
8,2024-11-10,maize,1084
8,2024-11-11,maize,670
8,2024-11-12,maize,798
8,2024-11-13,maize,1211
8,2024-11-14,maize,764
8,2024-11-15,maize,980
8,2024-11-16,maize,1281
8,2024-11-17,maize,438
8,2024-11-19,maize,758
8,2024-11-20,maize,815
8,2024-11-21,maize,448
8,2024-11-23,maize,722
8,2024-11-24,maize,617
8,2024-11-26,maize,989
8,2024-11-27,maize,461
8,2024-11-28,maize,1199
8,2024-11-30,maize,955
8,2024-12-01,maize,600
8,2024-12-02,maize,1024
8,2024-12-03,maize,936
8,2024-12-04,maize,807
8,2024-12-05,maize,668
8,2024-12-06,maize,926
8,2024-12-07,maize,840
8,2024-12-08,maize,674
8,2024-12-09,maize,541
8,2024-12-10,maize,641
8,2024-12-11,maize,712
8,2024-12-12,maize,1051
8,2024-12-13,maize,990
8,2024-12-14,maize,723
8,2024-12-16,maize,731
8,2024-12-17,maize,1016
8,2024-12-18,maize,869
8,2024-12-19,maize,866
8,2024-12-20,maize,671
8,2024-12-22,maize,789
8,2024-12-23,maize,815
8,2024-12-24,maize,796
8,2024-12-25,maize,964
8,2024-12-26,maize,970
8,2024-12-27,maize,627
8,2024-12-28,maize,713
8,2024-12-29,maize,674
8,2024-12-30,maize,1097
9,2023-01-02,maize,802
9,2023-01-06,maize,453
9,2023-01-07,maize,491
9,2023-01-08,maize,621
9,2023-01-09,maize,422
9,2023-01-10,maize,623
9,2023-01-12,maize,510
9,2023-01-13,maize,289
9,2023-01-14,maize,346
9,2023-01-16,maize,469
9,2023-01-18,maize,669
9,2023-01-20,maize,398
9,2023-01-21,maize,444
9,2023-01-24,maize,540
9,2023-01-25,maize,298
9,2023-01-26,maize,551
9,2023-01-28,maize,315
9,2023-01-29,maize,585
9,2023-01-31,maize,409
9,2023-02-02,maize,392
9,2023-02-03,maize,547
9,2023-02-05,maize,614
9,2023-02-06,maize,561
9,2023-02-08,maize,539
9,2023-02-09,maize,541
9,2023-02-10,maize,562
9,2023-02-11,maize,570
9,2023-02-12,maize,462
9,2023-02-14,maize,596
9,2023-02-15,maize,410
9,2023-02-16,maize,652
9,2023-02-17,maize,613
9,2023-02-19,maize,792
9,2023-02-20,maize,578
9,2023-02-22,maize,629
9,2023-02-23,maize,312
9,2023-02-24,maize,633
9,2023-02-25,maize,663
9,2023-02-27,maize,705
9,2023-02-28,maize,528
9,2023-03-01,maize,469
9,2023-03-02,maize,373
9,2023-03-03,maize,385
9,2023-03-05,maize,509
9,2023-03-06,maize,288
9,2023-03-07,maize,414
9,2023-03-08,maize,524
9,2023-03-09,maize,521
9,2023-03-10,maize,388
9,2023-03-11,maize,354
9,2023-03-12,maize,373
9,2023-03-13,maize,484
9,2023-03-15,maize,786
9,2023-03-16,maize,648
9,2023-03-17,maize,540
9,2023-03-18,maize,584
9,2023-03-20,maize,643
9,2023-03-22,maize,599
9,2023-03-23,maize,473
9,2023-03-24,maize,404
9,2023-03-25,maize,496
9,2023-03-26,maize,641
9,2023-03-27,maize,478
9,2023-03-28,maize,371
9,2023-03-29,maize,291
9,2023-04-01,maize,497
9,2023-04-02,maize,381
9,2023-04-04,maize,457
9,2023-04-05,maize,699
9,2023-04-06,maize,506
9,2023-04-07,maize,416
9,2023-04-08,maize,552
9,2023-04-10,maize,759
9,2023-04-11,maize,497
9,2023-04-12,maize,210
9,2023-04-14,maize,596
9,2023-04-15,maize,557
9,2023-04-16,maize,524
9,2023-04-17,maize,484
9,2023-04-19,maize,409
9,2023-04-21,maize,707
9,2023-04-22,maize,277
9,2023-04-23,maize,473
9,2023-04-24,maize,470
9,2023-04-25,maize,622
9,2023-04-26,maize,671
9,2023-04-28,maize,483
9,2023-04-29,maize,537
9,2023-04-30,maize,548
9,2023-05-01,maize,648
9,2023-05-02,maize,645
9,2023-05-05,maize,443
9,2023-05-06,maize,569
9,2023-05-07,maize,562
9,2023-05-09,maize,498
9,2023-05-10,maize,560
9,2023-05-11,maize,515
9,2023-05-12,maize,533
9,2023-05-13,maize,339
9,2023-05-15,maize,395
9,2023-05-16,maize,617
9,2023-05-17,maize,357
9,2023-05-18,maize,573
9,2023-05-19,maize,502
9,2023-05-20,maize,645
9,2023-05-21,maize,596
9,2023-05-22,maize,454
9,2023-05-23,maize,484
9,2023-05-24,maize,258
9,2023-05-25,maize,496
9,2023-05-26,maize,350
9,2023-05-27,maize,484
9,2023-05-28,maize,431
9,2023-05-29,maize,400
9,2023-05-31,maize,665
9,2023-06-01,maize,349
9,2023-06-02,maize,389
9,2023-06-03,maize,423
9,2023-06-04,maize,451
9,2023-06-05,maize,400
9,2023-06-06,maize,466
9,2023-06-07,maize,551
9,2023-06-10,maize,598
9,2023-06-12,maize,592
9,2023-06-16,maize,268
9,2023-06-17,maize,561
9,2023-06-18,maize,569
9,2023-06-20,maize,428
9,2023-06-21,maize,726
9,2023-06-22,maize,652
9,2023-06-24,maize,489
9,2023-06-25,maize,436
9,2023-06-27,maize,724
9,2023-06-29,maize,510
9,2023-06-30,maize,523
9,2023-07-01,maize,522
9,2023-07-02,maize,808
9,2023-07-06,maize,485
9,2023-07-07,maize,509
9,2023-07-08,maize,406
9,2023-07-09,maize,463
9,2023-07-11,maize,380
9,2023-07-12,maize,409
9,2023-07-13,maize,280
9,2023-07-14,maize,626
9,2023-07-15,maize,533
9,2023-07-17,maize,543
9,2023-07-18,maize,506
9,2023-07-19,maize,522
9,2023-07-21,maize,720
9,2023-07-22,maize,414
9,2023-07-23,maize,548
9,2023-07-25,maize,548
9,2023-07-26,maize,659
9,2023-07-27,maize,569
9,2023-07-29,maize,575
9,2023-07-30,maize,351
9,2023-07-31,maize,409
9,2023-08-01,maize,363
9,2023-08-02,maize,195
9,2023-08-03,maize,563
9,2023-08-04,maize,479
9,2023-08-05,maize,564
9,2023-08-06,maize,517
9,2023-08-07,maize,543
9,2023-08-08,maize,684
9,2023-08-09,maize,513
9,2023-08-10,maize,598
9,2023-08-11,maize,474
9,2023-08-12,maize,618
9,2023-08-14,maize,354
9,2023-08-17,maize,277
9,2023-08-18,maize,783
9,2023-08-19,maize,748
9,2023-08-21,maize,263
9,2023-08-22,maize,508
9,2023-08-24,maize,532
9,2023-08-25,maize,605
9,2023-08-27,maize,736
9,2023-08-29,maize,376
9,2023-08-30,maize,383
9,2023-08-31,maize,512
9,2023-09-01,maize,389
9,2023-09-04,maize,164
9,2023-09-05,maize,483
9,2023-09-07,maize,622
9,2023-09-08,maize,510
9,2023-09-09,maize,593
9,2023-09-10,maize,574
9,2023-09-12,maize,381
9,2023-09-13,maize,521
9,2023-09-14,maize,317
9,2023-09-15,maize,447
9,2023-09-16,maize,519
9,2023-09-17,maize,512
9,2023-09-20,maize,347
9,2023-09-21,maize,373
9,2023-09-22,maize,550
9,2023-09-23,maize,619
9,2023-09-24,maize,486
9,2023-09-25,maize,480
9,2023-09-27,maize,632
9,2023-09-28,maize,413
9,2023-09-29,maize,734
9,2023-09-30,maize,340
9,2023-10-01,maize,647
9,2023-10-02,maize,582
9,2023-10-04,maize,822
9,2023-10-05,maize,369
9,2023-10-06,maize,213
9,2023-10-07,maize,673
9,2023-10-09,maize,324
9,2023-10-10,maize,591
9,2023-10-12,maize,664
9,2023-10-13,maize,561
9,2023-10-17,maize,542
9,2023-10-18,maize,564
9,2023-10-19,maize,620
9,2023-10-20,maize,588
9,2023-10-21,maize,356
9,2023-10-22,maize,747
9,2023-10-23,maize,519
9,2023-10-24,maize,579
9,2023-10-25,maize,604
9,2023-10-26,maize,661
9,2023-10-27,maize,647
9,2023-10-28,maize,529
9,2023-10-29,maize,521
9,2023-10-31,maize,565
9,2023-11-01,maize,654
9,2023-11-02,maize,370
9,2023-11-04,maize,595
9,2023-11-05,maize,399
9,2023-11-06,maize,750
9,2023-11-07,maize,560
9,2023-11-08,maize,459
9,2023-11-09,maize,567
9,2023-11-10,maize,514
9,2023-11-11,maize,492
9,2023-11-15,maize,280
9,2023-11-16,maize,381
9,2023-11-17,maize,494
9,2023-11-18,maize,296
9,2023-11-19,maize,437
9,2023-11-20,maize,448
9,2023-11-21,maize,413
9,2023-11-24,maize,612
9,2023-11-25,maize,400
9,2023-11-26,maize,524
9,2023-11-28,maize,467
9,2023-11-29,maize,497
9,2023-11-30,maize,719
9,2023-12-01,maize,536
9,2023-12-03,maize,560
9,2023-12-08,maize,414
9,2023-12-09,maize,593
9,2023-12-13,maize,587
9,2023-12-15,maize,575
9,2023-12-17,maize,357
9,2023-12-18,maize,437
9,2023-12-19,maize,696
9,2023-12-22,maize,424
9,2023-12-23,maize,714
9,2023-12-25,maize,442
9,2023-12-27,maize,532
9,2023-12-28,maize,488
9,2023-12-29,maize,404
9,2023-12-30,maize,406
9,2023-12-31,maize,422
9,2024-01-01,maize,531
9,2024-01-02,maize,627
9,2024-01-04,maize,523
9,2024-01-05,maize,508
9,2024-01-07,maize,668
9,2024-01-08,maize,518
9,2024-01-09,maize,443
9,2024-01-10,maize,385
9,2024-01-11,maize,675
9,2024-01-12,maize,470
9,2024-01-14,maize,438
9,2024-01-15,maize,427
9,2024-01-16,maize,668
9,2024-01-17,maize,439
9,2024-01-18,maize,640
9,2024-01-19,maize,483
9,2024-01-20,maize,358
9,2024-01-22,maize,470
9,2024-01-23,maize,508
9,2024-01-24,maize,498
9,2024-01-25,maize,495
9,2024-01-27,maize,471
9,2024-01-28,maize,412
9,2024-01-29,maize,514
9,2024-01-30,maize,582
9,2024-01-31,maize,325
9,2024-02-01,maize,679
9,2024-02-02,maize,38
9,2024-02-04,maize,522
9,2024-02-05,maize,572
9,2024-02-06,maize,435
9,2024-02-07,maize,240
9,2024-02-08,maize,500
9,2024-02-11,maize,534
9,2024-02-12,maize,365
9,2024-02-15,maize,406
9,2024-02-17,maize,636
9,2024-02-18,maize,528
9,2024-02-20,maize,319
9,2024-02-21,maize,570
9,2024-02-22,maize,393
9,2024-02-23,maize,413
9,2024-02-24,maize,538
9,2024-02-25,maize,526
9,2024-02-26,maize,461
9,2024-02-27,maize,448
9,2024-02-28,maize,480
9,2024-02-29,maize,412
9,2024-03-02,maize,652
9,2024-03-03,maize,311
9,2024-03-04,maize,482
9,2024-03-05,maize,325
9,2024-03-06,maize,633
9,2024-03-07,maize,481
9,2024-03-08,maize,377
9,2024-03-09,maize,600
9,2024-03-11,maize,219
9,2024-03-12,maize,549
9,2024-03-13,maize,660
9,2024-03-14,maize,536
9,2024-03-16,maize,448
9,2024-03-18,maize,353
9,2024-03-19,maize,651
9,2024-03-20,maize,631
9,2024-03-21,maize,430
9,2024-03-22,maize,433
9,2024-03-23,maize,665
9,2024-03-28,maize,581
9,2024-03-29,maize,283
9,2024-03-31,maize,487
9,2024-04-01,maize,483
9,2024-04-02,maize,544
9,2024-04-03,maize,513
9,2024-04-04,maize,447
9,2024-04-05,maize,535
9,2024-04-07,maize,455
9,2024-04-08,maize,950
9,2024-04-09,maize,528
9,2024-04-10,maize,511
9,2024-04-11,maize,749
9,2024-04-12,maize,338
9,2024-04-13,maize,498
9,2024-04-14,maize,391
9,2024-04-17,maize,594
9,2024-04-18,maize,449
9,2024-04-19,maize,587
9,2024-04-20,maize,578
9,2024-04-21,maize,613
9,2024-04-23,maize,580
9,2024-04-24,maize,484
9,2024-04-25,maize,333
9,2024-04-26,maize,642
9,2024-04-27,maize,693
9,2024-04-30,maize,392
9,2024-05-01,maize,607
9,2024-05-02,maize,362
9,2024-05-03,maize,539
9,2024-05-04,maize,565
9,2024-05-05,maize,458
9,2024-05-06,maize,525
9,2024-05-07,maize,621
9,2024-05-08,maize,498
9,2024-05-09,maize,426
9,2024-05-10,maize,356
9,2024-05-11,maize,462
9,2024-05-13,maize,362
9,2024-05-14,maize,464
9,2024-05-18,maize,453
9,2024-05-20,maize,616
9,2024-05-21,maize,522
9,2024-05-25,maize,839
9,2024-05-27,maize,254
9,2024-05-28,maize,553
9,2024-05-30,maize,455
9,2024-05-31,maize,390
9,2024-06-01,maize,509
9,2024-06-02,maize,499
9,2024-06-04,maize,651
9,2024-06-05,maize,524
9,2024-06-06,maize,424
9,2024-06-07,maize,555
9,2024-06-08,maize,483
9,2024-06-09,maize,368
9,2024-06-10,maize,481
9,2024-06-11,maize,542
9,2024-06-12,maize,522
9,2024-06-13,maize,555
9,2024-06-15,maize,445
9,2024-06-16,maize,553
9,2024-06-17,maize,528
9,2024-06-18,maize,529
9,2024-06-20,maize,517
9,2024-06-21,maize,792
9,2024-06-22,maize,655
9,2024-06-23,maize,550
9,2024-06-24,maize,410
9,2024-06-25,maize,475
9,2024-06-27,maize,720
9,2024-06-28,maize,440
9,2024-06-29,maize,491
9,2024-06-30,maize,484
9,2024-07-01,maize,560
9,2024-07-02,maize,457
9,2024-07-03,maize,535
9,2024-07-04,maize,459
9,2024-07-05,maize,681
9,2024-07-06,maize,424
9,2024-07-07,maize,638
9,2024-07-08,maize,437
9,2024-07-11,maize,403
9,2024-07-13,maize,423
9,2024-07-14,maize,293
9,2024-07-15,maize,569
9,2024-07-16,maize,363
9,2024-07-17,maize,467
9,2024-07-18,maize,610
9,2024-07-20,maize,606
9,2024-07-22,maize,329
9,2024-07-23,maize,552
9,2024-07-24,maize,659
9,2024-07-25,maize,431
9,2024-07-27,maize,578
9,2024-07-28,maize,366
9,2024-07-29,maize,562
9,2024-07-30,maize,529
9,2024-08-01,maize,597
9,2024-08-02,maize,589
9,2024-08-03,maize,339
9,2024-08-04,maize,530
9,2024-08-05,maize,699
9,2024-08-07,maize,232
9,2024-08-08,maize,637
9,2024-08-09,maize,718
9,2024-08-10,maize,322
9,2024-08-11,maize,426
9,2024-08-12,maize,579
9,2024-08-14,maize,399
9,2024-08-15,maize,688
9,2024-08-16,maize,648
9,2024-08-18,maize,335
9,2024-08-19,maize,417
9,2024-08-21,maize,611
9,2024-08-22,maize,606
9,2024-08-23,maize,797
9,2024-08-24,maize,400
9,2024-08-25,maize,700
9,2024-08-26,maize,395
9,2024-08-27,maize,577
9,2024-08-29,maize,627
9,2024-08-30,maize,129
9,2024-08-31,maize,629
9,2024-09-01,maize,690
9,2024-09-04,maize,653
9,2024-09-05,maize,776
9,2024-09-08,maize,636
9,2024-09-09,maize,444
9,2024-09-11,maize,671
9,2024-09-14,maize,436
9,2024-09-15,maize,523
9,2024-09-17,maize,619
9,2024-09-18,maize,570
9,2024-09-19,maize,686
9,2024-09-20,maize,832
9,2024-09-21,maize,367
9,2024-09-22,maize,470
9,2024-09-24,maize,553
9,2024-09-26,maize,453
9,2024-09-27,maize,503
9,2024-09-28,maize,612
9,2024-09-29,maize,595
9,2024-09-30,maize,544
9,2024-10-02,maize,531
9,2024-10-03,maize,484
9,2024-10-07,maize,693
9,2024-10-08,maize,726
9,2024-10-10,maize,643
9,2024-10-11,maize,365
9,2024-10-12,maize,479
9,2024-10-13,maize,538
9,2024-10-16,maize,392
9,2024-10-18,maize,523
9,2024-10-19,maize,515
9,2024-10-20,maize,652
9,2024-10-21,maize,449
9,2024-10-22,maize,662
9,2024-10-23,maize,390
9,2024-10-24,maize,408
9,2024-10-25,maize,464
9,2024-10-27,maize,519
9,2024-10-28,maize,203
9,2024-10-29,maize,571
9,2024-10-30,maize,732
9,2024-10-31,maize,596
9,2024-11-01,maize,485
9,2024-11-03,maize,373
9,2024-11-04,maize,280
9,2024-11-05,maize,302
9,2024-11-06,maize,496
9,2024-11-07,maize,783
9,2024-11-08,maize,164
9,2024-11-09,maize,602
9,2024-11-10,maize,426
9,2024-11-12,maize,469
9,2024-11-13,maize,392
9,2024-11-14,maize,337
9,2024-11-15,maize,529
9,2024-11-17,maize,546
9,2024-11-20,maize,598
9,2024-11-21,maize,296
9,2024-11-22,maize,625
9,2024-11-23,maize,627
9,2024-11-25,maize,567
9,2024-11-28,maize,459
9,2024-11-30,maize,552
9,2024-12-02,maize,492
9,2024-12-03,maize,637
9,2024-12-05,maize,465
9,2024-12-06,maize,526
9,2024-12-08,maize,290
9,2024-12-09,maize,552
9,2024-12-10,maize,416
9,2024-12-12,maize,578
9,2024-12-13,maize,614
9,2024-12-15,maize,434
9,2024-12-16,maize,516
9,2024-12-17,maize,535
9,2024-12-18,maize,560
9,2024-12-20,maize,614
9,2024-12-21,maize,597
9,2024-12-22,maize,464
9,2024-12-24,maize,717
9,2024-12-25,maize,609
9,2024-12-26,maize,693
9,2024-12-27,maize,557
9,2024-12-28,maize,565
9,2024-12-29,maize,497
9,2024-12-30,maize,456
9,2024-12-31,maize,638
10,2023-01-01,maize,790
10,2023-01-04,maize,716
10,2023-01-05,maize,551
10,2023-01-06,maize,1029
10,2023-01-07,maize,761
10,2023-01-08,maize,513
10,2023-01-10,maize,756
10,2023-01-11,maize,703
10,2023-01-12,maize,696
10,2023-01-13,maize,847
10,2023-01-14,maize,704
10,2023-01-15,maize,684
10,2023-01-16,maize,993
10,2023-01-17,maize,418
10,2023-01-18,maize,731
10,2023-01-19,maize,913
10,2023-01-20,maize,857
10,2023-01-21,maize,929
10,2023-01-22,maize,1115
10,2023-01-23,maize,1055
10,2023-01-24,maize,526
10,2023-01-26,maize,442
10,2023-01-27,maize,801
10,2023-01-29,maize,490
10,2023-01-30,maize,384
10,2023-01-31,maize,799
10,2023-02-02,maize,846
10,2023-02-04,maize,1057
10,2023-02-07,maize,883
10,2023-02-09,maize,1096
10,2023-02-11,maize,806
10,2023-02-12,maize,530
10,2023-02-13,maize,893
10,2023-02-14,maize,988
10,2023-02-15,maize,813
10,2023-02-16,maize,1009
10,2023-02-17,maize,718
10,2023-02-18,maize,842
10,2023-02-19,maize,708
10,2023-02-20,maize,1181
10,2023-02-21,maize,896
10,2023-02-25,maize,534
10,2023-02-26,maize,1084
10,2023-02-28,maize,605
10,2023-03-01,maize,743
10,2023-03-02,maize,827
10,2023-03-03,maize,842
10,2023-03-05,maize,830
10,2023-03-06,maize,531
10,2023-03-07,maize,831
10,2023-03-08,maize,944
10,2023-03-09,maize,939
10,2023-03-10,maize,499
10,2023-03-11,maize,619
10,2023-03-15,maize,547
10,2023-03-16,maize,803
10,2023-03-17,maize,453
10,2023-03-19,maize,533
10,2023-03-21,maize,617
10,2023-03-22,maize,408
10,2023-03-24,maize,735
10,2023-03-28,maize,350
10,2023-03-29,maize,830
10,2023-03-30,maize,667
10,2023-04-01,maize,625
10,2023-04-02,maize,655
10,2023-04-03,maize,729
10,2023-04-04,maize,850
10,2023-04-05,maize,984
10,2023-04-06,maize,928
10,2023-04-07,maize,1154
10,2023-04-08,maize,866
10,2023-04-09,maize,766
10,2023-04-10,maize,656
10,2023-04-11,maize,662
10,2023-04-12,maize,840
10,2023-04-13,maize,555
10,2023-04-14,maize,783
10,2023-04-15,maize,737
10,2023-04-16,maize,606
10,2023-04-17,maize,546
10,2023-04-18,maize,1208
10,2023-04-19,maize,482
10,2023-04-21,maize,728
10,2023-04-22,maize,967
10,2023-04-24,maize,839
10,2023-04-25,maize,653
10,2023-04-27,maize,520
10,2023-04-29,maize,765
10,2023-05-01,maize,252
10,2023-05-02,maize,772
10,2023-05-03,maize,747
10,2023-05-04,maize,939
10,2023-05-05,maize,529
10,2023-05-06,maize,681
10,2023-05-08,maize,821
10,2023-05-09,maize,779
10,2023-05-10,maize,492
10,2023-05-11,maize,621
10,2023-05-12,maize,1000
10,2023-05-14,maize,789
10,2023-05-15,maize,432
10,2023-05-17,maize,904
10,2023-05-19,maize,444
10,2023-05-20,maize,684
10,2023-05-21,maize,845
10,2023-05-22,maize,965
10,2023-05-23,maize,307
10,2023-05-24,maize,872
10,2023-05-25,maize,900
10,2023-05-26,maize,637
10,2023-05-27,maize,757
10,2023-05-30,maize,175
10,2023-06-01,maize,231
10,2023-06-02,maize,946
10,2023-06-03,maize,641
10,2023-06-05,maize,676
10,2023-06-06,maize,784
10,2023-06-09,maize,673
10,2023-06-10,maize,656
10,2023-06-11,maize,814
10,2023-06-12,maize,463
10,2023-06-13,maize,955
10,2023-06-14,maize,698
10,2023-06-15,maize,554
10,2023-06-16,maize,529
10,2023-06-18,maize,748
10,2023-06-19,maize,684
10,2023-06-20,maize,454
10,2023-06-21,maize,629
10,2023-06-22,maize,591
10,2023-06-23,maize,974
10,2023-06-24,maize,765
10,2023-06-25,maize,1031
10,2023-06-26,maize,609
10,2023-06-28,maize,687
10,2023-07-01,maize,812
10,2023-07-02,maize,852
10,2023-07-03,maize,874
10,2023-07-04,maize,576
10,2023-07-06,maize,581
10,2023-07-07,maize,675
10,2023-07-08,maize,1015
10,2023-07-09,maize,555
10,2023-07-10,maize,643
10,2023-07-11,maize,876
10,2023-07-12,maize,866
10,2023-07-13,maize,843
10,2023-07-15,maize,755
10,2023-07-16,maize,543
10,2023-07-17,maize,613
10,2023-07-18,maize,949
10,2023-07-19,maize,884
10,2023-07-20,maize,493
10,2023-07-21,maize,902
10,2023-07-22,maize,983
10,2023-07-23,maize,750
10,2023-07-24,maize,819
10,2023-07-25,maize,928
10,2023-07-28,maize,612
10,2023-07-30,maize,1172
10,2023-08-04,maize,967
10,2023-08-06,maize,838
10,2023-08-08,maize,734
10,2023-08-09,maize,832
10,2023-08-11,maize,451
10,2023-08-12,maize,1126
10,2023-08-13,maize,950
10,2023-08-14,maize,1012
10,2023-08-15,maize,746
10,2023-08-16,maize,674
10,2023-08-17,maize,616
10,2023-08-19,maize,891
10,2023-08-20,maize,646
10,2023-08-22,maize,706
10,2023-08-23,maize,842
10,2023-08-25,maize,618
10,2023-08-26,maize,934
10,2023-08-27,maize,737
10,2023-08-28,maize,461
10,2023-08-30,maize,616
10,2023-08-31,maize,983
10,2023-09-02,maize,567
10,2023-09-05,maize,906
10,2023-09-07,maize,763
10,2023-09-08,maize,709
10,2023-09-09,maize,1206
10,2023-09-10,maize,503
10,2023-09-12,maize,603
10,2023-09-14,maize,736
10,2023-09-15,maize,1188
10,2023-09-16,maize,737
10,2023-09-17,maize,791
10,2023-09-18,maize,678
10,2023-09-19,maize,807
10,2023-09-20,maize,690
10,2023-09-22,maize,869
10,2023-09-23,maize,884
10,2023-09-24,maize,697
10,2023-09-26,maize,532
10,2023-09-27,maize,758
10,2023-09-28,maize,1000
10,2023-09-29,maize,587
10,2023-09-30,maize,802
10,2023-10-01,maize,517
10,2023-10-02,maize,548
10,2023-10-03,maize,981
10,2023-10-04,maize,869
10,2023-10-05,maize,805
10,2023-10-06,maize,310
10,2023-10-08,maize,638
10,2023-10-10,maize,853
10,2023-10-11,maize,472
10,2023-10-12,maize,675
10,2023-10-13,maize,883
10,2023-10-14,maize,461
10,2023-10-15,maize,429
10,2023-10-16,maize,464
10,2023-10-17,maize,802
10,2023-10-18,maize,637
10,2023-10-19,maize,903
10,2023-10-20,maize,763
10,2023-10-22,maize,1089
10,2023-10-23,maize,511
10,2023-10-24,maize,802
10,2023-10-26,maize,593
10,2023-10-27,maize,852
10,2023-10-28,maize,763
10,2023-10-29,maize,557
10,2023-10-30,maize,711
10,2023-11-01,maize,754
10,2023-11-02,maize,629
10,2023-11-03,maize,875
10,2023-11-04,maize,549
10,2023-11-06,maize,1128
10,2023-11-09,maize,917
10,2023-11-10,maize,805
10,2023-11-11,maize,1268
10,2023-11-12,maize,683
10,2023-11-13,maize,854
10,2023-11-14,maize,782
10,2023-11-15,maize,888
10,2023-11-16,maize,1018
10,2023-11-17,maize,842
10,2023-11-18,maize,933
10,2023-11-20,maize,639
10,2023-11-21,maize,702
10,2023-11-23,maize,1044
10,2023-11-24,maize,851
10,2023-11-25,maize,787
10,2023-11-26,maize,601
10,2023-11-27,maize,920
10,2023-11-28,maize,596
10,2023-11-29,maize,541
10,2023-11-30,maize,762
10,2023-12-01,maize,295
10,2023-12-02,maize,854
10,2023-12-03,maize,810
10,2023-12-04,maize,675
10,2023-12-05,maize,692
10,2023-12-07,maize,718
10,2023-12-10,maize,594
10,2023-12-12,maize,775
10,2023-12-13,maize,694
10,2023-12-14,maize,761
10,2023-12-15,maize,712
10,2023-12-16,maize,675
10,2023-12-17,maize,792
10,2023-12-18,maize,885
10,2023-12-19,maize,643
10,2023-12-22,maize,814
10,2023-12-23,maize,837
10,2023-12-25,maize,503
10,2023-12-27,maize,921
10,2023-12-28,maize,1121
10,2023-12-29,maize,724
10,2023-12-30,maize,709
10,2023-12-31,maize,701
10,2024-01-01,maize,855
10,2024-01-04,maize,835
10,2024-01-05,maize,446
10,2024-01-06,maize,580
10,2024-01-07,maize,834
10,2024-01-08,maize,714
10,2024-01-09,maize,524
10,2024-01-10,maize,1018
10,2024-01-11,maize,592
10,2024-01-13,maize,747
10,2024-01-14,maize,709
10,2024-01-15,maize,541
10,2024-01-16,maize,775
10,2024-01-17,maize,813
10,2024-01-20,maize,654
10,2024-01-21,maize,678
10,2024-01-23,maize,852
10,2024-01-24,maize,375
10,2024-01-25,maize,584
10,2024-01-26,maize,780
10,2024-01-27,maize,643
10,2024-01-29,maize,640
10,2024-01-31,maize,908
10,2024-02-01,maize,623
10,2024-02-02,maize,1107
10,2024-02-03,maize,415
10,2024-02-04,maize,331
10,2024-02-05,maize,903
10,2024-02-06,maize,558
10,2024-02-09,maize,561
10,2024-02-10,maize,923
10,2024-02-12,maize,648
10,2024-02-13,maize,909
10,2024-02-14,maize,627
10,2024-02-15,maize,808
10,2024-02-16,maize,646
10,2024-02-17,maize,570
10,2024-02-18,maize,1061
10,2024-02-19,maize,947
10,2024-02-21,maize,606
10,2024-02-23,maize,707
10,2024-02-24,maize,1014
10,2024-02-25,maize,557
10,2024-02-26,maize,567
10,2024-02-27,maize,828
10,2024-02-28,maize,1161
10,2024-03-01,maize,750
10,2024-03-02,maize,935
10,2024-03-04,maize,552
10,2024-03-06,maize,807
10,2024-03-07,maize,674
10,2024-03-08,maize,1086
10,2024-03-09,maize,1037
10,2024-03-10,maize,1163
10,2024-03-11,maize,612
10,2024-03-12,maize,747
10,2024-03-13,maize,810
10,2024-03-15,maize,619
10,2024-03-16,maize,765
10,2024-03-17,maize,909
10,2024-03-18,maize,639
10,2024-03-20,maize,610
10,2024-03-21,maize,598
10,2024-03-22,maize,492
10,2024-03-23,maize,899
10,2024-03-25,maize,610
10,2024-03-28,maize,590
10,2024-03-29,maize,839
10,2024-03-31,maize,739
10,2024-04-01,maize,643
10,2024-04-03,maize,891
10,2024-04-04,maize,636
10,2024-04-05,maize,337
10,2024-04-06,maize,987
10,2024-04-07,maize,587
10,2024-04-08,maize,607
10,2024-04-10,maize,608
10,2024-04-11,maize,752
10,2024-04-12,maize,690
10,2024-04-13,maize,924
10,2024-04-14,maize,1045
10,2024-04-15,maize,615
10,2024-04-16,maize,567
10,2024-04-18,maize,644
10,2024-04-19,maize,822
10,2024-04-20,maize,719
10,2024-04-21,maize,648
10,2024-04-22,maize,500
10,2024-04-24,maize,331
10,2024-04-28,maize,554
10,2024-04-30,maize,975
10,2024-05-01,maize,821
10,2024-05-02,maize,705
10,2024-05-03,maize,876
10,2024-05-07,maize,502
10,2024-05-08,maize,751
10,2024-05-09,maize,410
10,2024-05-12,maize,805
