date,market,crop,price_per_kg
2023-03-23,abuja,maize,294.25
2023-03-24,abuja,maize,309.87
2023-03-25,abuja,maize,304.3
2023-03-26,abuja,maize,324.05
2023-03-27,abuja,maize,299.22
2023-03-28,abuja,maize,298.71
2023-03-29,abuja,maize,311.89
2023-03-30,abuja,maize,336.55
2023-03-31,abuja,maize,307.86
2023-04-01,abuja,maize,300.38
2023-04-02,abuja,maize,320.61
2023-04-03,abuja,maize,318.72
2023-04-04,abuja,maize,292.87
2023-04-05,abuja,maize,299.65
2023-04-06,abuja,maize,325.48
2023-04-07,abuja,maize,315.28
2023-04-08,abuja,maize,270.18
2023-04-09,abuja,maize,316.63
2023-04-10,abuja,maize,323.83
2023-04-11,abuja,maize,296.46
2023-04-12,abuja,maize,320.4
2023-04-13,abuja,maize,339.33
2023-04-14,abuja,maize,316.45
2023-04-15,abuja,maize,300.66
2023-04-16,abuja,maize,302.48
2023-04-17,abuja,maize,311.06
2023-04-18,abuja,maize,316.96
2023-04-19,abuja,maize,312.21
2023-04-20,abuja,maize,319.26
2023-04-21,abuja,maize,309.28
2023-04-22,abuja,maize,314.57
2023-04-23,abuja,maize,327.0
2023-04-24,abuja,maize,295.38
2023-04-25,abuja,maize,313.89
2023-04-26,abuja,maize,313.98
2023-04-27,abuja,maize,326.86
2023-04-28,abuja,maize,309.03
2023-04-29,abuja,maize,322.91
2023-04-30,abuja,maize,330.06
2023-05-01,abuja,maize,283.94
2023-05-02,abuja,maize,331.28
2023-05-03,abuja,maize,297.65
2023-05-04,abuja,maize,296.04
2023-05-05,abuja,maize,268.16
2023-05-06,abuja,maize,300.73
2023-05-07,abuja,maize,313.28
2023-05-08,abuja,maize,307.41
2023-05-09,abuja,maize,306.21
2023-05-10,abuja,maize,296.08
2023-05-11,abuja,maize,327.1
2023-05-12,abuja,maize,328.55
2023-05-13,abuja,maize,320.11
2023-05-14,abuja,maize,284.05
2023-05-15,abuja,maize,349.16
2023-05-16,abuja,maize,315.88
2023-05-17,abuja,maize,322.01
2023-05-18,abuja,maize,290.1
2023-05-19,abuja,maize,313.35
2023-05-20,abuja,maize,319.97
2023-05-21,abuja,maize,311.25
2023-05-22,abuja,maize,327.07
2023-05-23,abuja,maize,333.72
2023-05-24,abuja,maize,292.28
2023-05-25,abuja,maize,326.55
2023-05-26,abuja,maize,319.34
2023-05-27,abuja,maize,313.02
2023-05-28,abuja,maize,288.42
2023-05-29,abuja,maize,336.08
2023-05-30,abuja,maize,319.03
2023-05-31,abuja,maize,284.81
2023-06-01,abuja,maize,308.8
2023-06-02,abuja,maize,317.61
2023-06-03,abuja,maize,320.3
2023-06-04,abuja,maize,310.24
2023-06-05,abuja,maize,317.45
2023-06-06,abuja,maize,345.13
2023-06-07,abuja,maize,336.02
2023-06-08,abuja,maize,296.8
2023-06-09,abuja,maize,302.15
2023-06-10,abuja,maize,309.59
2023-06-11,abuja,maize,283.78
2023-06-12,abuja,maize,289.98
2023-06-13,abuja,maize,285.41
2023-06-14,abuja,maize,292.64
2023-06-15,abuja,maize,332.15
2023-06-16,abuja,maize,296.81
2023-06-17,abuja,maize,293.91
2023-06-18,abuja,maize,323.59
2023-06-19,abuja,maize,302.52
2023-06-20,abuja,maize,315.88
2023-06-21,abuja,maize,297.7
2023-06-22,abuja,maize,280.66
2023-06-23,abuja,maize,315.94
2023-06-24,abuja,maize,284.08
2023-06-25,abuja,maize,300.12
2023-06-26,abuja,maize,296.38
2023-06-27,abuja,maize,310.65
2023-06-28,abuja,maize,298.62
2023-06-29,abuja,maize,305.05
2023-06-30,abuja,maize,282.34
2023-07-01,abuja,maize,337.79
2023-07-02,abuja,maize,287.4
2023-07-03,abuja,maize,324.7
2023-07-04,abuja,maize,307.94
2023-07-05,abuja,maize,307.49
2023-07-06,abuja,maize,310.53
2023-07-07,abuja,maize,275.23
2023-07-08,abuja,maize,319.47
2023-07-09,abuja,maize,296.02
2023-07-10,abuja,maize,322.64
2023-07-11,abuja,maize,300.99
2023-07-12,abuja,maize,297.16
2023-07-13,abuja,maize,282.47
2023-07-14,abuja,maize,290.36
2023-07-15,abuja,maize,308.6
2023-07-16,abuja,maize,281.16
2023-07-17,abuja,maize,270.12
2023-07-18,abuja,maize,287.49
2023-07-19,abuja,maize,313.7
2023-07-20,abuja,maize,328.06
2023-07-21,abuja,maize,289.21
2023-07-22,abuja,maize,275.19
2023-07-23,abuja,maize,293.68
2023-07-24,abuja,maize,301.55
2023-07-25,abuja,maize,307.33
2023-07-26,abuja,maize,331.3
2023-07-27,abuja,maize,301.05
2023-07-28,abuja,maize,323.01
2023-07-29,abuja,maize,289.46
2023-07-30,abuja,maize,297.65
2023-07-31,abuja,maize,286.61
2023-08-01,abuja,maize,284.84
2023-08-02,abuja,maize,290.95
2023-08-03,abuja,maize,290.27
2023-08-04,abuja,maize,284.79
2023-08-05,abuja,maize,285.23
2023-08-06,abuja,maize,310.57
2023-08-07,abuja,maize,326.06
2023-08-08,abuja,maize,284.76
2023-08-09,abuja,maize,287.05
2023-08-10,abuja,maize,299.91
2023-08-11,abuja,maize,341.15
2023-08-12,abuja,maize,292.15
2023-08-13,abuja,maize,305.62
2023-08-14,abuja,maize,314.14
2023-08-15,abuja,maize,294.91
2023-08-16,abuja,maize,303.58
2023-08-17,abuja,maize,298.15
2023-08-18,abuja,maize,304.36
2023-08-19,abuja,maize,271.56
2023-08-20,abuja,maize,290.5
2023-08-21,abuja,maize,294.39
2023-08-22,abuja,maize,293.72
2023-08-23,abuja,maize,303.76
2023-08-24,abuja,maize,292.51
2023-08-25,abuja,maize,267.14
2023-08-26,abuja,maize,293.87
2023-08-27,abuja,maize,270.34
2023-08-28,abuja,maize,272.76
2023-08-29,abuja,maize,276.7
2023-08-30,abuja,maize,281.06
2023-08-31,abuja,maize,258.19
2023-09-01,abuja,maize,299.38
2023-09-02,abuja,maize,263.36
2023-09-03,abuja,maize,305.57
2023-09-04,abuja,maize,262.93
2023-09-05,abuja,maize,300.15
2023-09-06,abuja,maize,279.19
2023-09-07,abuja,maize,252.31
2023-09-08,abuja,maize,262.4
2023-09-09,abuja,maize,299.04
2023-09-10,abuja,maize,284.85
2023-09-11,abuja,maize,276.15
2023-09-12,abuja,maize,242.23
2023-09-13,abuja,maize,298.23
2023-09-14,abuja,maize,305.31
2023-09-15,abuja,maize,302.01
2023-09-16,abuja,maize,265.52
2023-09-17,abuja,maize,280.7
2023-09-18,abuja,maize,281.97
2023-09-19,abuja,maize,249.91
2023-09-20,abuja,maize,276.21
2023-09-21,abuja,maize,289.71
2023-09-22,abuja,maize,284.48
2023-09-23,abuja,maize,254.69
2023-09-24,abuja,maize,258.15
2023-09-25,abuja,maize,283.59
2023-09-26,abuja,maize,280.7
2023-09-27,abuja,maize,235.08
2023-09-28,abuja,maize,231.49
2023-09-29,abuja,maize,268.33
2023-09-30,abuja,maize,259.88
2023-10-01,abuja,maize,264.02
2023-10-02,abuja,maize,261.84
2023-10-03,abuja,maize,283.27
2023-10-04,abuja,maize,269.08
2023-10-05,abuja,maize,271.24
2023-10-06,abuja,maize,245.64
2023-10-07,abuja,maize,213.6
2023-10-08,abuja,maize,283.45
2023-10-09,abuja,maize,299.01
2023-10-10,abuja,maize,259.72
2023-10-11,abuja,maize,268.6
2023-10-12,abuja,maize,269.39
2023-10-13,abuja,maize,290.15
2023-10-14,abuja,maize,277.47
2023-10-15,abuja,maize,270.95
2023-10-16,abuja,maize,263.69
2023-10-17,abuja,maize,263.4
2023-10-18,abuja,maize,239.56
2023-10-19,abuja,maize,255.73
2023-10-20,abuja,maize,275.26
2023-10-21,abuja,maize,257.38
2023-10-22,abuja,maize,261.39
2023-10-23,abuja,maize,241.94
2023-10-24,abuja,maize,266.99
2023-10-25,abuja,maize,236.81
2023-10-26,abuja,maize,263.9
2023-10-27,abuja,maize,256.11
2023-10-28,abuja,maize,231.43
2023-10-29,abuja,maize,275.15
2023-10-30,abuja,maize,255.53
2023-10-31,abuja,maize,286.92
2023-11-01,abuja,maize,280.64
2023-11-02,abuja,maize,243.44
2023-11-03,abuja,maize,244.52
2023-11-04,abuja,maize,238.29
2023-11-05,abuja,maize,231.52
2023-11-06,abuja,maize,249.47
2023-11-07,abuja,maize,278.41
2023-11-08,abuja,maize,225.58
2023-11-09,abuja,maize,268.63
2023-11-10,abuja,maize,267.06
2023-11-11,abuja,maize,263.47
2023-11-12,abuja,maize,266.03
2023-11-13,abuja,maize,237.03
2023-11-14,abuja,maize,266.01
2023-11-15,abuja,maize,245.26
2023-11-16,abuja,maize,215.15
2023-11-17,abuja,maize,254.33
2023-11-18,abuja,maize,240.01
2023-11-19,abuja,maize,274.29
2023-11-20,abuja,maize,248.34
2023-11-21,abuja,maize,253.35
2023-11-22,abuja,maize,258.54
2023-11-23,abuja,maize,248.09
2023-11-24,abuja,maize,250.48
2023-11-25,abuja,maize,265.14
2023-11-26,abuja,maize,235.09
2023-11-27,abuja,maize,240.64
2023-11-28,abuja,maize,236.34
2023-11-29,abuja,maize,273.83
2023-11-30,abuja,maize,240.22
2023-12-01,abuja,maize,248.84
2023-12-02,abuja,maize,241.56
2023-12-03,abuja,maize,246.02
2023-12-04,abuja,maize,239.19
2023-12-05,abuja,maize,257.88
2023-12-06,abuja,maize,234.25
2023-12-07,abuja,maize,229.28
2023-12-08,abuja,maize,241.63
2023-12-09,abuja,maize,237.8
2023-12-10,abuja,maize,229.28
2023-12-11,abuja,maize,245.1
2023-12-12,abuja,maize,224.12
2023-12-13,abuja,maize,277.1
2023-12-14,abuja,maize,226.66
2023-12-15,abuja,maize,239.87
2023-12-16,abuja,maize,243.64
2023-12-17,abuja,maize,276.3
2023-12-18,abuja,maize,222.84
2023-12-19,abuja,maize,252.13
2023-12-20,abuja,maize,266.14
2023-12-21,abuja,maize,245.07
2023-12-22,abuja,maize,231.62
2023-12-23,abuja,maize,248.26
2023-12-24,abuja,maize,273.88
2023-12-25,abuja,maize,240.37
2023-12-26,abuja,maize,272.53
2023-12-27,abuja,maize,254.15
2023-12-28,abuja,maize,269.44
2023-12-29,abuja,maize,253.64
2023-12-30,abuja,maize,242.7
2023-12-31,abuja,maize,276.01
2024-01-01,abuja,maize,253.97
2024-01-02,abuja,maize,253.13
2024-01-03,abuja,maize,263.27
2024-01-04,abuja,maize,265.19
2024-01-05,abuja,maize,263.56
2024-01-06,abuja,maize,229.81
2024-01-07,abuja,maize,241.11
2024-01-08,abuja,maize,240.93
2024-01-09,abuja,maize,239.15
2024-01-10,abuja,maize,237.84
2024-01-11,abuja,maize,241.14
2024-01-12,abuja,maize,257.06
2024-01-13,abuja,maize,259.71
2024-01-14,abuja,maize,252.12
2024-01-15,abuja,maize,245.65
2024-01-16,abuja,maize,272.47
2024-01-17,abuja,maize,251.27
2024-01-18,abuja,maize,267.57
2024-01-19,abuja,maize,244.19
2024-01-20,abuja,maize,259.79
2024-01-21,abuja,maize,274.55
2024-01-22,abuja,maize,212.93
2024-01-23,abuja,maize,243.75
2024-01-24,abuja,maize,263.53
2024-01-25,abuja,maize,273.47
2024-01-26,abuja,maize,257.92
2024-01-27,abuja,maize,255.78
2024-01-28,abuja,maize,280.48
2024-01-29,abuja,maize,275.48
2024-01-30,abuja,maize,242.22
2024-01-31,abuja,maize,257.93
2024-02-01,abuja,maize,262.03
2024-02-02,abuja,maize,283.6
2024-02-03,abuja,maize,270.56
2024-02-04,abuja,maize,255.69
2024-02-05,abuja,maize,261.08
2024-02-06,abuja,maize,228.47
2024-02-07,abuja,maize,273.45
2024-02-08,abuja,maize,268.73
2024-02-09,abuja,maize,277.94
2024-02-10,abuja,maize,257.06
2024-02-11,abuja,maize,261.67
2024-02-12,abuja,maize,252.5
2024-02-13,abuja,maize,242.43
2024-02-14,abuja,maize,251.34
2024-02-15,abuja,maize,232.67
2024-02-16,abuja,maize,275.85
2024-02-17,abuja,maize,227.88
2024-02-18,abuja,maize,294.13
2024-02-19,abuja,maize,235.11
2024-02-20,abuja,maize,286.6
2024-02-21,abuja,maize,249.33
2024-02-22,abuja,maize,272.74
2024-02-23,abuja,maize,252.6
2024-02-24,abuja,maize,291.01
2024-02-25,abuja,maize,265.93
2024-02-26,abuja,maize,282.49
2024-02-27,abuja,maize,267.32
2024-02-28,abuja,maize,272.1
2024-02-29,abuja,maize,276.68
2024-03-01,abuja,maize,259.22
2024-03-02,abuja,maize,247.92
2024-03-03,abuja,maize,248.06
2024-03-04,abuja,maize,269.7
2024-03-05,abuja,maize,261.74
2024-03-06,abuja,maize,236.28
2024-03-07,abuja,maize,278.39
2024-03-08,abuja,maize,251.78
2024-03-09,abuja,maize,253.19
2024-03-10,abuja,maize,271.2
2024-03-11,abuja,maize,258.27
2024-03-12,abuja,maize,274.79
2024-03-13,abuja,maize,304.28
2024-03-14,abuja,maize,267.97
2024-03-15,abuja,maize,257.85
2024-03-16,abuja,maize,277.8
2024-03-17,abuja,maize,263.36
2024-03-18,abuja,maize,276.4
2024-03-19,abuja,maize,281.51
2024-03-20,abuja,maize,276.56
2024-03-21,abuja,maize,278.54
2024-03-22,abuja,maize,281.21
2024-03-23,abuja,maize,303.76
2024-03-24,abuja,maize,275.36
2024-03-25,abuja,maize,281.87
2024-03-26,abuja,maize,294.01
2024-03-27,abuja,maize,288.38
2024-03-28,abuja,maize,275.97
2024-03-29,abuja,maize,296.27
2024-03-30,abuja,maize,269.09
2024-03-31,abuja,maize,279.76
2024-04-01,abuja,maize,271.82
2024-04-02,abuja,maize,293.49
2024-04-03,abuja,maize,303.68
2024-04-04,abuja,maize,289.14
2024-04-05,abuja,maize,287.42
2024-04-06,abuja,maize,273.14
2024-04-07,abuja,maize,276.43
2024-04-08,abuja,maize,269.35
2024-04-09,abuja,maize,254.56
2024-04-10,abuja,maize,283.11
2024-04-11,abuja,maize,285.17
2024-04-12,abuja,maize,324.45
2024-04-13,abuja,maize,315.51
2024-04-14,abuja,maize,300.36
2024-04-15,abuja,maize,324.9
2024-04-16,abuja,maize,314.66
2024-04-17,abuja,maize,262.08
2024-04-18,abuja,maize,310.82
2024-04-19,abuja,maize,305.87
2024-04-20,abuja,maize,290.82
2024-04-21,abuja,maize,273.82
2024-04-22,abuja,maize,305.91
2024-04-23,abuja,maize,264.67
2024-04-24,abuja,maize,297.5
2024-04-25,abuja,maize,288.8
2024-04-26,abuja,maize,279.37
2024-04-27,abuja,maize,318.31
2024-04-28,abuja,maize,299.68
2024-04-29,abuja,maize,303.67
2024-04-30,abuja,maize,315.78
2024-05-01,abuja,maize,302.06
2024-05-02,abuja,maize,309.89
2024-05-03,abuja,maize,316.22
2024-05-04,abuja,maize,312.94
2024-05-05,abuja,maize,309.17
2024-05-06,abuja,maize,333.23
2024-05-07,abuja,maize,325.38
2024-05-08,abuja,maize,305.22
2024-05-09,abuja,maize,292.95
2024-05-10,abuja,maize,317.81
2024-05-11,abuja,maize,311.81
2024-05-12,abuja,maize,335.8
2024-05-13,abuja,maize,325.13
2024-05-14,abuja,maize,322.25
2024-05-15,abuja,maize,311.11
2024-05-16,abuja,maize,297.82
2024-05-17,abuja,maize,309.04
2024-05-18,abuja,maize,320.22
2024-05-19,abuja,maize,286.29
2024-05-20,abuja,maize,333.41
2024-05-21,abuja,maize,346.94
2024-05-22,abuja,maize,284.75
2024-05-23,abuja,maize,293.88
2024-05-24,abuja,maize,319.99
2024-05-25,abuja,maize,307.88
2024-05-26,abuja,maize,321.68
2024-05-27,abuja,maize,317.08
2024-05-28,abuja,maize,302.77
2024-05-29,abuja,maize,339.55
2024-05-30,abuja,maize,327.25
2024-05-31,abuja,maize,311.8
2024-06-01,abuja,maize,344.71
2024-06-02,abuja,maize,313.77
2024-06-03,abuja,maize,302.87
2024-06-04,abuja,maize,325.76
2024-06-05,abuja,maize,328.99
2024-06-06,abuja,maize,332.36
2024-06-07,abuja,maize,335.5
2024-06-08,abuja,maize,333.24
2024-06-09,abuja,maize,333.17
2024-06-10,abuja,maize,317.3
2024-06-11,abuja,maize,316.19
2024-06-12,abuja,maize,339.01
2024-06-13,abuja,maize,331.75
2024-06-14,abuja,maize,341.32
2024-06-15,abuja,maize,302.3
2024-06-16,abuja,maize,321.72
2024-06-17,abuja,maize,359.94
2024-06-18,abuja,maize,339.27
2024-06-19,abuja,maize,335.78
2024-06-20,abuja,maize,342.75
2024-06-21,abuja,maize,366.75
2024-06-22,abuja,maize,363.97
2024-06-23,abuja,maize,308.48
2024-06-24,abuja,maize,314.76
2024-06-25,abuja,maize,308.96
2024-06-26,abuja,maize,323.01
2024-06-27,abuja,maize,336.06
2024-06-28,abuja,maize,339.47
2024-06-29,abuja,maize,312.21
2024-06-30,abuja,maize,307.41
2024-07-01,abuja,maize,325.14
2024-07-02,abuja,maize,351.92
2024-07-03,abuja,maize,355.11
2024-07-04,abuja,maize,365.2
2024-07-05,abuja,maize,338.44
2024-07-06,abuja,maize,352.36
2024-07-07,abuja,maize,355.65
2024-07-08,abuja,maize,332.5
2024-07-09,abuja,maize,346.78
2024-07-10,abuja,maize,351.44
2024-07-11,abuja,maize,327.32
2024-07-12,abuja,maize,367.67
2024-07-13,abuja,maize,341.77
2024-07-14,abuja,maize,344.14
2024-07-15,abuja,maize,328.35
2024-07-16,abuja,maize,331.37
2024-07-17,abuja,maize,309.57
2024-07-18,abuja,maize,345.2
2024-07-19,abuja,maize,383.93
2024-07-20,abuja,maize,329.13
2024-07-21,abuja,maize,392.03
2024-07-22,abuja,maize,367.93
2024-07-23,abuja,maize,338.74
2024-07-24,abuja,maize,346.92
2024-07-25,abuja,maize,344.72
2024-07-26,abuja,maize,373.87
2024-07-27,abuja,maize,355.58
2024-07-28,abuja,maize,366.31
2024-07-29,abuja,maize,353.73
2024-07-30,abuja,maize,346.68
2024-07-31,abuja,maize,353.84
2024-08-01,abuja,maize,342.66
2024-08-02,abuja,maize,326.59
2024-08-03,abuja,maize,362.33
2024-08-04,abuja,maize,326.38
2024-08-05,abuja,maize,345.93
2024-08-06,abuja,maize,343.52
2024-08-07,abuja,maize,360.73
2024-08-08,abuja,maize,375.4
2024-08-09,abuja,maize,370.01
2024-08-10,abuja,maize,361.91
2024-08-11,abuja,maize,341.76
2024-08-12,abuja,maize,348.97
2024-08-13,abuja,maize,346.9
2024-08-14,abuja,maize,344.9
2024-08-15,abuja,maize,346.17
2024-08-16,abuja,maize,345.94
2024-08-17,abuja,maize,345.44
2024-08-18,abuja,maize,367.93
2024-08-19,abuja,maize,336.7
2024-08-20,abuja,maize,341.95
2024-08-21,abuja,maize,328.75
2024-08-22,abuja,maize,375.84
2024-08-23,abuja,maize,341.37
2024-08-24,abuja,maize,364.32
2024-08-25,abuja,maize,361.55
2024-08-26,abuja,maize,374.88
2024-08-27,abuja,maize,351.07
2024-08-28,abuja,maize,339.63
2024-08-29,abuja,maize,330.22
2024-08-30,abuja,maize,311.08
2024-08-31,abuja,maize,357.29
2024-09-01,abuja,maize,366.98
2024-09-02,abuja,maize,362.31
2024-09-03,abuja,maize,331.05
2024-09-04,abuja,maize,371.32
2024-09-05,abuja,maize,344.19
2024-09-06,abuja,maize,340.97
2024-09-07,abuja,maize,343.93
2024-09-08,abuja,maize,356.47
2024-09-09,abuja,maize,332.03
2024-09-10,abuja,maize,354.71
2024-09-11,abuja,maize,362.03
2024-09-12,abuja,maize,372.65
2024-09-13,abuja,maize,358.07
2024-09-14,abuja,maize,334.35
2024-09-15,abuja,maize,357.63
2024-09-16,abuja,maize,338.69
2024-09-17,abuja,maize,337.76
2024-09-18,abuja,maize,333.89
2024-09-19,abuja,maize,325.27
2024-09-20,abuja,maize,346.26
2024-09-21,abuja,maize,372.76
2024-09-22,abuja,maize,390.35
2024-09-23,abuja,maize,345.98
2024-09-24,abuja,maize,371.89
2024-09-25,abuja,maize,348.63
2024-09-26,abuja,maize,328.88
2024-09-27,abuja,maize,365.6
2024-09-28,abuja,maize,358.2
2024-09-29,abuja,maize,382.88
2024-09-30,abuja,maize,330.29
2024-10-01,abuja,maize,397.96
2024-10-02,abuja,maize,378.98
2024-10-03,abuja,maize,353.65
2024-10-04,abuja,maize,349.12
2024-10-05,abuja,maize,342.45
2024-10-06,abuja,maize,355.22
2024-10-07,abuja,maize,350.47
2024-10-08,abuja,maize,361.22
2024-10-09,abuja,maize,348.4
2024-10-10,abuja,maize,374.98
2024-10-11,abuja,maize,354.61
2024-10-12,abuja,maize,348.45
2024-10-13,abuja,maize,368.31
2024-10-14,abuja,maize,326.68
2024-10-15,abuja,maize,357.21
2024-10-16,abuja,maize,352.06
2024-10-17,abuja,maize,329.36
2024-10-18,abuja,maize,324.48
2024-10-19,abuja,maize,366.81
2024-10-20,abuja,maize,365.83
2024-10-21,abuja,maize,353.22
2024-10-22,abuja,maize,377.14
2024-10-23,abuja,maize,356.93
2024-10-24,abuja,maize,369.33
2024-10-25,abuja,maize,356.09
2024-10-26,abuja,maize,344.92
2024-10-27,abuja,maize,332.42
2024-10-28,abuja,maize,339.25
2024-10-29,abuja,maize,344.39
2024-10-30,abuja,maize,369.46
2024-10-31,abuja,maize,359.88
2024-11-01,abuja,maize,352.7
2024-11-02,abuja,maize,360.85
2024-11-03,abuja,maize,355.18
2024-11-04,abuja,maize,350.71
2024-11-05,abuja,maize,322.84
2024-11-06,abuja,maize,363.81
2024-11-07,abuja,maize,338.48
2024-11-08,abuja,maize,362.36
2024-11-09,abuja,maize,363.54
2024-11-10,abuja,maize,334.16
2024-11-11,abuja,maize,359.17
2024-11-12,abuja,maize,338.31
2024-11-13,abuja,maize,338.05
2024-11-14,abuja,maize,347.29
2024-11-15,abuja,maize,347.35
2024-11-16,abuja,maize,343.14
2024-11-17,abuja,maize,321.28
2024-11-18,abuja,maize,339.9
2024-11-19,abuja,maize,377.09
2024-11-20,abuja,maize,297.47
2024-11-21,abuja,maize,354.28
2024-11-22,abuja,maize,356.83
2024-11-23,abuja,maize,318.63
2024-11-24,abuja,maize,332.15
2024-11-25,abuja,maize,323.44
2024-11-26,abuja,maize,367.73
2024-11-27,abuja,maize,355.57
2024-11-28,abuja,maize,355.93
2024-11-29,abuja,maize,339.39
2024-11-30,abuja,maize,357.63
2024-12-01,abuja,maize,336.55
2024-12-02,abuja,maize,357.54
2024-12-03,abuja,maize,333.52
2024-12-04,abuja,maize,324.79
2024-12-05,abuja,maize,363.35
2024-12-06,abuja,maize,334.25
2024-12-07,abuja,maize,320.09
2024-12-08,abuja,maize,319.49
2024-12-09,abuja,maize,319.1
2024-12-10,abuja,maize,346.08
2024-12-11,abuja,maize,330.88
2024-12-12,abuja,maize,367.96
2024-12-13,abuja,maize,350.12
2024-12-14,abuja,maize,335.14
2024-12-15,abuja,maize,352.65
2024-12-16,abuja,maize,322.48
2024-12-17,abuja,maize,300.76
2024-12-18,abuja,maize,313.85
2024-12-19,abuja,maize,331.2
2024-12-20,abuja,maize,324.97
2024-12-21,abuja,maize,340.91
2024-12-22,abuja,maize,325.6
2024-12-23,abuja,maize,338.81
2024-12-24,abuja,maize,350.15
2024-12-25,abuja,maize,324.2
2024-12-26,abuja,maize,334.44
2024-12-27,abuja,maize,297.83
2024-12-28,abuja,maize,322.9
2024-12-29,abuja,maize,305.11
2024-12-30,abuja,maize,326.21
2024-12-31,abuja,maize,327.18
2023-01-01,minna,maize,254.62
2023-01-02,minna,maize,251.68
2023-01-03,minna,maize,232.56
2023-01-04,minna,maize,244.93
2023-01-05,minna,maize,271.98
2023-01-06,minna,maize,268.72
2023-01-07,minna,maize,269.65
2023-01-08,minna,maize,262.22
2023-01-09,minna,maize,270.31
2023-01-10,minna,maize,264.47
2023-01-11,minna,maize,258.81
2023-01-12,minna,maize,279.83
2023-01-13,minna,maize,258.83
2023-01-14,minna,maize,251.41
2023-01-15,minna,maize,282.37
2023-01-16,minna,maize,283.3
2023-01-17,minna,maize,240.89
2023-01-18,minna,maize,275.38
2023-01-19,minna,maize,234.89
2023-01-20,minna,maize,283.18
2023-01-21,minna,maize,253.09
2023-01-22,minna,maize,280.0
2023-01-23,minna,maize,259.16
2023-01-24,minna,maize,274.26
2023-01-25,minna,maize,248.6
2023-01-26,minna,maize,266.04
2023-01-27,minna,maize,270.0
2023-01-28,minna,maize,286.22
2023-01-29,minna,maize,299.56
2023-01-30,minna,maize,281.55
2023-01-31,minna,maize,277.79
2023-02-01,minna,maize,258.05
2023-02-02,minna,maize,252.64
2023-02-03,minna,maize,277.85
2023-02-04,minna,maize,277.58
2023-02-05,minna,maize,285.37
2023-02-06,minna,maize,287.41
2023-02-07,minna,maize,282.7
2023-02-08,minna,maize,255.25
2023-02-09,minna,maize,291.94
2023-02-10,minna,maize,277.2
2023-02-11,minna,maize,264.72
2023-02-12,minna,maize,273.53
2023-02-13,minna,maize,259.0
2023-02-14,minna,maize,275.68
2023-02-15,minna,maize,292.98
2023-02-16,minna,maize,276.98
2023-02-17,minna,maize,269.32
2023-02-18,minna,maize,279.08
2023-02-19,minna,maize,290.61
2023-02-20,minna,maize,263.39
2023-02-21,minna,maize,268.95
2023-02-22,minna,maize,287.0
2023-02-23,minna,maize,266.41
2023-02-24,minna,maize,315.83
2023-02-25,minna,maize,284.18
2023-02-26,minna,maize,273.12
2023-02-27,minna,maize,274.97
2023-02-28,minna,maize,280.56
2023-03-01,minna,maize,279.7
2023-03-02,minna,maize,256.85
2023-03-03,minna,maize,308.7
2023-03-04,minna,maize,289.56
2023-03-05,minna,maize,289.83
2023-03-06,minna,maize,303.22
2023-03-07,minna,maize,274.98
2023-03-08,minna,maize,279.95
2023-03-09,minna,maize,299.0
2023-03-10,minna,maize,291.43
2023-03-11,minna,maize,298.12
2023-03-12,minna,maize,292.02
2023-03-13,minna,maize,289.96
2023-03-14,minna,maize,316.02
2023-03-15,minna,maize,310.78
2023-03-16,minna,maize,256.57
2023-03-17,minna,maize,317.91
2023-03-18,minna,maize,328.68
2023-03-19,minna,maize,314.85
2023-03-20,minna,maize,293.07
2023-03-21,minna,maize,286.16
2023-03-22,minna,maize,308.22
2023-03-23,minna,maize,287.94
2023-03-24,minna,maize,303.23
2023-03-25,minna,maize,297.78
2023-03-26,minna,maize,317.1
2023-03-27,minna,maize,292.81
2023-03-28,minna,maize,292.31
2023-03-29,minna,maize,305.2
2023-03-30,minna,maize,329.34
2023-03-31,minna,maize,301.26
2023-04-01,minna,maize,293.94
2023-04-02,minna,maize,313.74
2023-04-03,minna,maize,311.89
2023-04-04,minna,maize,286.6
2023-04-05,minna,maize,293.23
2023-04-06,minna,maize,318.5
2023-04-07,minna,maize,308.52
2023-04-08,minna,maize,264.39
2023-04-09,minna,maize,309.84
2023-04-10,minna,maize,316.89
2023-04-11,minna,maize,290.11
2023-04-12,minna,maize,313.53
2023-04-13,minna,maize,332.06
2023-04-14,minna,maize,309.66
2023-04-15,minna,maize,294.22
2023-04-16,minna,maize,296.0
2023-04-17,minna,maize,304.39
2023-04-18,minna,maize,310.17
2023-04-19,minna,maize,305.52
2023-04-20,minna,maize,312.42
2023-04-21,minna,maize,302.65
2023-04-22,minna,maize,307.83
2023-04-23,minna,maize,319.99
2023-04-24,minna,maize,289.05
2023-04-25,minna,maize,307.16
2023-04-26,minna,maize,307.25
2023-04-27,minna,maize,319.86
2023-04-28,minna,maize,302.4
2023-04-29,minna,maize,315.99
2023-04-30,minna,maize,322.98
2023-05-01,minna,maize,277.86
2023-05-02,minna,maize,324.18
2023-05-03,minna,maize,291.28
2023-05-04,minna,maize,289.69
2023-05-05,minna,maize,262.41
2023-05-06,minna,maize,294.28
2023-05-07,minna,maize,306.57
2023-05-08,minna,maize,300.82
2023-05-09,minna,maize,299.65
2023-05-10,minna,maize,289.73
2023-05-11,minna,maize,320.09
2023-05-12,minna,maize,321.51
2023-05-13,minna,maize,313.25
2023-05-14,minna,maize,277.96
