date,market,crop,quantity_sold,selling_price
2023-05-21,abuja,maize,3765,344.1417560100277
2023-05-22,abuja,maize,3444,366.0881773349766
2023-05-23,abuja,maize,3822,358.2859143309834
2023-05-24,abuja,maize,3938,311.940738806008
2023-05-25,abuja,maize,2873,357.25608230922774
2023-05-26,abuja,maize,3730,357.89555306263367
2023-05-27,abuja,maize,3382,367.7896185608315
2023-05-28,abuja,maize,3357,326.55288217290786
2023-05-29,abuja,maize,4037,398.72182848492446
2023-05-30,abuja,maize,4927,347.1720544602618
2023-05-31,abuja,maize,4053,338.298354424296
2023-06-01,abuja,maize,5929,343.62397404635163
2023-06-02,abuja,maize,4162,367.2465490410619
2023-06-03,abuja,maize,4900,378.9257786589291
2023-06-04,abuja,maize,3086,340.1364555951725
2023-06-05,abuja,maize,3157,337.9846494418614
2023-06-06,abuja,maize,4088,404.35026276000343
2023-06-07,abuja,maize,3509,354.6422892103136
2023-06-08,abuja,maize,2418,351.37344121786515
2023-06-09,abuja,maize,4821,323.84679908420395
2023-06-10,abuja,maize,4357,341.0923134131878
2023-06-11,abuja,maize,4048,329.5442177830306
2023-06-12,abuja,maize,3895,347.6509547598564
2023-06-13,abuja,maize,4127,334.33155721031846
2023-06-14,abuja,maize,3667,334.7056848037339
2023-06-15,abuja,maize,3363,392.8463152273573
2023-06-16,abuja,maize,4499,323.7001555204861
2023-06-17,abuja,maize,3341,344.1134923505965
2023-06-18,abuja,maize,4197,371.3130190163892
2023-06-19,abuja,maize,5583,357.4173323518335
2023-06-20,abuja,maize,5080,339.2032573152708
2023-06-21,abuja,maize,3544,343.8964414248081
2023-06-22,abuja,maize,3710,328.1036970110069
2023-06-23,abuja,maize,5272,358.13868561231845
2023-06-24,abuja,maize,3917,339.36035768707546
2023-06-25,abuja,maize,4976,345.7107483459369
2023-06-26,abuja,maize,4019,320.162124445234
2023-06-27,abuja,maize,4288,346.8901087367399
2023-06-28,abuja,maize,3971,356.41863708940855
2023-06-29,abuja,maize,4105,356.77220431620754
2023-06-30,abuja,maize,5307,322.18265236198243
2023-07-01,abuja,maize,2191,388.4128688641575
2023-07-02,abuja,maize,4548,329.0111430972414
2023-07-03,abuja,maize,4123,361.92760939221995
2023-07-04,abuja,maize,4987,338.4010782805843
2023-07-05,abuja,maize,4200,366.97978544254113
2023-07-06,abuja,maize,4475,367.08170273643384
2023-07-07,abuja,maize,3964,320.6840400396486
2023-07-08,abuja,maize,5944,375.60228845501297
2023-07-09,abuja,maize,3271,334.9787097701983
2023-07-10,abuja,maize,4661,363.60375750938164
2023-07-11,abuja,maize,4541,340.2502710823906
2023-07-12,abuja,maize,3500,352.35493744769883
2023-07-13,abuja,maize,3408,332.19868585335115
2023-07-14,abuja,maize,3969,307.8149649530343
2023-07-15,abuja,maize,3651,368.8768230791824
2023-07-16,abuja,maize,4063,311.7588499090718
2023-07-17,abuja,maize,4270,304.37092225238393
2023-07-18,abuja,maize,3395,320.9131198499932
2023-07-19,abuja,maize,4572,364.0771782198589
2023-07-20,abuja,maize,3680,369.4313719672834
2023-07-21,abuja,maize,3928,335.6605023477093
2023-07-22,abuja,maize,2206,298.9574223487461
2023-07-23,abuja,maize,5430,336.45872334352094
2023-07-24,abuja,maize,3591,351.98834115109634
2023-07-25,abuja,maize,3363,343.92125100930804
2023-07-26,abuja,maize,2506,359.607610759664
2023-07-27,abuja,maize,3725,357.75042282603
2023-07-28,abuja,maize,3362,373.08410793231985
2023-07-29,abuja,maize,4951,345.866364660205
2023-07-30,abuja,maize,3872,321.4878307751838
2023-07-31,abuja,maize,3770,338.33378287981867
2023-08-01,abuja,maize,3557,322.31899540113454
2023-08-02,abuja,maize,3259,332.6036104137034
2023-08-03,abuja,maize,3694,328.0447823467118
2023-08-04,abuja,maize,5017,340.2725916527759
2023-08-05,abuja,maize,3176,329.8941311019612
2023-08-06,abuja,maize,3337,362.0222687620095
2023-08-07,abuja,maize,2901,380.45932817307937
2023-08-08,abuja,maize,3673,327.6374335289488
2023-08-09,abuja,maize,4411,308.9450433582272
2023-08-10,abuja,maize,3634,353.76051566730473
2023-08-11,abuja,maize,4305,391.07158870541
2023-08-12,abuja,maize,5182,311.31851384790906
2023-08-13,abuja,maize,3922,358.5567066127982
2023-08-14,abuja,maize,3789,351.79528199381343
2023-08-15,abuja,maize,4463,319.76916972722535
2023-08-16,abuja,maize,3616,355.89413767522274
2023-08-17,abuja,maize,2568,325.2542027518852
2023-08-18,abuja,maize,2156,360.67454475013903
2023-08-19,abuja,maize,4797,289.0261112250451
2023-08-20,abuja,maize,4309,336.9982542683287
2023-08-21,abuja,maize,4417,330.6026805151
2023-08-22,abuja,maize,5241,322.5524844995714
2023-08-23,abuja,maize,5076,321.9227501368706
2023-08-24,abuja,maize,3083,332.80039998100176
2023-08-25,abuja,maize,3785,302.89587229091785
2023-08-26,abuja,maize,2581,347.6038066970731
2023-08-27,abuja,maize,2844,287.07916028559305
2023-08-28,abuja,maize,4334,312.05060338086497
2023-08-29,abuja,maize,5574,309.60225501709516
2023-08-30,abuja,maize,4412,329.89948059771314
2023-08-31,abuja,maize,2699,298.0629942085481
2023-09-01,abuja,maize,2141,330.17437491230993
2023-09-02,abuja,maize,3592,290.05882666104213
2023-09-03,abuja,maize,4832,331.05884658246794
2023-09-04,abuja,maize,3585,290.3952110597523
2023-09-05,abuja,maize,4180,327.1735886185187
2023-09-06,abuja,maize,3813,314.245436534414
2023-09-07,abuja,maize,2925,275.12530863658543
2023-09-08,abuja,maize,2938,289.97479619350503
2023-09-09,abuja,maize,4971,349.09739713133644
2023-09-10,abuja,maize,4481,314.4445420770562
2023-09-11,abuja,maize,4055,324.24872294532815
2023-09-12,abuja,maize,4408,289.1060361394737
2023-09-13,abuja,maize,4249,313.48490519790755
2023-09-14,abuja,maize,4208,338.44528787459564
2023-09-15,abuja,maize,3507,354.218095796599
2023-09-16,abuja,maize,3668,317.3924465599853
2023-09-17,abuja,maize,3423,296.90753857094563
2023-09-18,abuja,maize,3472,332.17212515453843
2023-09-19,abuja,maize,3808,288.7591138774991
2023-09-20,abuja,maize,4102,304.84137699501855
2023-09-21,abuja,maize,5133,304.29430355037016
2023-09-22,abuja,maize,4094,327.05365682050746
2023-09-23,abuja,maize,2563,276.1707107806996
2023-09-24,abuja,maize,3739,284.7682099116094
2023-09-25,abuja,maize,3685,304.08128994027396
2023-09-26,abuja,maize,3691,329.3412021966755
2023-09-27,abuja,maize,4392,262.2896655739713
2023-09-28,abuja,maize,3476,263.32845744939374
2023-09-29,abuja,maize,4163,293.4186699800238
2023-09-30,abuja,maize,2863,289.23271875398086
2023-10-01,abuja,maize,4456,291.3553160099585
2023-10-02,abuja,maize,4670,275.7089647470067
2023-10-03,abuja,maize,5251,305.8392677017974
2023-10-04,abuja,maize,1826,303.3880315850048
2023-10-05,abuja,maize,3128,313.88479356390076
2023-10-06,abuja,maize,3174,290.2573726630254
2023-10-07,abuja,maize,5181,226.29635955717052
2023-10-08,abuja,maize,4468,320.9680700327381
2023-10-09,abuja,maize,4088,334.37270025090777
2023-10-10,abuja,maize,4209,287.2683013262139
2023-10-11,abuja,maize,3752,310.2831976931381
2023-10-12,abuja,maize,3125,318.15532478215687
2023-10-13,abuja,maize,3221,342.2902645284549
2023-10-14,abuja,maize,3696,300.84648663308167
2023-10-15,abuja,maize,4021,310.46856936031946
2023-10-16,abuja,maize,4242,277.3476493679387
2023-10-17,abuja,maize,3517,303.5370279948399
2023-10-18,abuja,maize,3913,281.3301962986141
2023-10-19,abuja,maize,4967,298.4955130833682
2023-10-20,abuja,maize,3507,300.2496460892933
2023-10-21,abuja,maize,5540,303.4843749874535
2023-10-22,abuja,maize,4912,296.1012952858582
2023-10-23,abuja,maize,4455,260.274204774219
2023-10-24,abuja,maize,3225,317.23922631661793
2023-10-25,abuja,maize,2367,280.2006455366884
2023-10-26,abuja,maize,3653,277.27286517572276
2023-10-27,abuja,maize,4907,295.0995456169105
2023-10-28,abuja,maize,5179,270.59439135376743
2023-10-29,abuja,maize,3591,307.05598414690934
2023-10-30,abuja,maize,4536,303.8945258862197
2023-10-31,abuja,maize,4391,326.33371259967856
2023-11-01,abuja,maize,3976,296.4258456660997
2023-11-02,abuja,maize,5223,261.280065657515
2023-11-03,abuja,maize,3904,257.12058323029987
2023-11-04,abuja,maize,3891,280.89768733737793
2023-11-05,abuja,maize,2355,257.3268006521252
2023-11-06,abuja,maize,4846,279.282329602507
2023-11-07,abuja,maize,3856,327.8956974526211
2023-11-08,abuja,maize,3729,262.0227389677726
2023-11-09,abuja,maize,3337,292.4966950026158
2023-11-10,abuja,maize,6175,299.29100282909343
2023-11-11,abuja,maize,5266,283.2292035400657
2023-11-12,abuja,maize,4582,311.7782587081921
2023-11-13,abuja,maize,4036,270.49523402442435
2023-11-14,abuja,maize,2265,298.78622887595355
2023-11-15,abuja,maize,3236,273.42156703799157
2023-11-16,abuja,maize,4141,234.95888645578938
2023-11-17,abuja,maize,2987,273.95400145403835
2023-11-18,abuja,maize,4341,271.9132248115675
2023-11-19,abuja,maize,4070,325.24303381867344
2023-11-20,abuja,maize,4099,282.4735955157475
2023-11-21,abuja,maize,5252,275.9499864810112
2023-11-22,abuja,maize,3508,274.4940105454076
2023-11-23,abuja,maize,2958,285.63366789032324
2023-11-24,abuja,maize,3193,283.7197985683175
2023-11-25,abuja,maize,3168,315.67017944643595
2023-11-26,abuja,maize,5834,250.2757037450848
2023-11-27,abuja,maize,3546,277.77278844935165
2023-11-28,abuja,maize,4969,281.15214713553786
2023-11-29,abuja,maize,3658,288.7064266302137
2023-11-30,abuja,maize,4012,264.1420979941034
2023-12-01,abuja,maize,3431,273.76637499667896
2023-12-02,abuja,maize,4756,282.0621494820007
2023-12-03,abuja,maize,2687,277.55746187446283
2023-12-04,abuja,maize,3737,275.63107440378946
2023-12-05,abuja,maize,4922,280.5316138331924
2023-12-06,abuja,maize,3257,249.9097494909475
2023-12-07,abuja,maize,3063,273.0891559482208
2023-12-08,abuja,maize,4133,253.72777480012485
2023-12-09,abuja,maize,3345,279.8699183594203
2023-12-10,abuja,maize,4759,242.812709193599
2023-12-11,abuja,maize,4071,273.17846452337943
2023-12-12,abuja,maize,5184,244.74427721073152
2023-12-13,abuja,maize,3674,320.9333935950782
2023-12-14,abuja,maize,4370,253.14947034330118
2023-12-15,abuja,maize,3852,254.24897046374957
2023-12-16,abuja,maize,3275,266.2615708143846
2023-12-17,abuja,maize,4742,324.8453909679993
2023-12-18,abuja,maize,3670,234.36831163516518
2023-12-19,abuja,maize,2783,276.8422609215339
2023-12-20,abuja,maize,4142,280.3113409694649
2023-12-21,abuja,maize,3479,264.91211686326716
2023-12-22,abuja,maize,3076,275.51368072089764
2023-12-23,abuja,maize,4018,293.0993791482277
2023-12-24,abuja,maize,3894,295.2278713270067
2023-12-25,abuja,maize,3536,281.7587742833541
2023-12-26,abuja,maize,4092,297.3750253243963
2023-12-27,abuja,maize,3980,296.0817934169172
2023-12-28,abuja,maize,5399,288.1906952654883
2023-12-29,abuja,maize,4903,302.3243801689619
2023-12-30,abuja,maize,4428,279.827294071754
2023-12-31,abuja,maize,4406,328.5779549617697
2024-01-01,abuja,maize,4238,285.3847258110614
2024-01-02,abuja,maize,3932,286.9003465363294
2024-01-03,abuja,maize,3212,301.3735187947957
2024-01-04,abuja,maize,3270,286.9935875899005
2024-01-05,abuja,maize,3804,283.6089942890965
2024-01-06,abuja,maize,4693,256.3979313597056
2024-01-07,abuja,maize,3734,273.6819370526606
2024-01-08,abuja,maize,3976,284.5489690375458
2024-01-09,abuja,maize,2934,278.8535609205522
2024-01-10,abuja,maize,4719,254.9543565238721
2024-01-11,abuja,maize,3018,277.5995615103735
2024-01-12,abuja,maize,4076,294.81980704438666
2024-01-13,abuja,maize,3646,282.22023624124193
2024-01-14,abuja,maize,3793,291.72482770170535
2024-01-15,abuja,maize,4686,281.94043067670304
2024-01-16,abuja,maize,3594,307.74152000163576
2024-01-17,abuja,maize,3256,295.73889534593104
2024-01-18,abuja,maize,5079,302.1291846679111
2024-01-19,abuja,maize,3053,290.9409855706593
2024-01-20,abuja,maize,3966,298.8417827431744
2024-01-21,abuja,maize,3742,297.23814129636713
2024-01-22,abuja,maize,3686,237.98244511236848
2024-01-23,abuja,maize,4169,280.66234058572263
2024-01-24,abuja,maize,3761,314.537085724567
2024-01-25,abuja,maize,3869,324.6289775526961
2024-01-26,abuja,maize,3684,272.1396939112026
2024-01-27,abuja,maize,3709,302.78556489253145
2024-01-28,abuja,maize,4558,333.5331913692792
2024-01-29,abuja,maize,5058,313.01731586405896
2024-01-30,abuja,maize,3861,259.13363874097405
2024-01-31,abuja,maize,3841,282.72963468324775
2024-02-01,abuja,maize,4989,282.6486393624035
2024-02-02,abuja,maize,3598,328.63703360197115
2024-02-03,abuja,maize,4036,315.60482259904495
2024-02-04,abuja,maize,3999,305.63723845031404
2024-02-05,abuja,maize,3336,293.94589152109654
2024-02-06,abuja,maize,3722,244.1512488890382
2024-02-07,abuja,maize,2591,307.26402903576906
2024-02-08,abuja,maize,3953,320.44586054989963
2024-02-09,abuja,maize,3439,314.54977831235925
2024-02-10,abuja,maize,3480,302.38141077652995
2024-02-11,abuja,maize,4675,285.84698425669177
2024-02-12,abuja,maize,4754,265.97782289366353
2024-02-13,abuja,maize,3643,289.88629374761007
2024-02-14,abuja,maize,3198,298.5835299430732
2024-02-15,abuja,maize,4516,264.51147781435645
2024-02-16,abuja,maize,3314,291.7048642540049
2024-02-17,abuja,maize,3799,262.0930186843531
2024-02-18,abuja,maize,2148,321.84756626599926
2024-02-19,abuja,maize,3934,255.630269988921
2024-02-20,abuja,maize,4586,314.5332434707592
2024-02-21,abuja,maize,4577,289.55358691306145
2024-02-22,abuja,maize,5037,298.3369964157033
2024-02-23,abuja,maize,3218,272.37578871297575
2024-02-24,abuja,maize,2690,335.7256309532846
2024-02-25,abuja,maize,3031,289.97133396631307
2024-02-26,abuja,maize,3049,315.80239898251585
2024-02-27,abuja,maize,4475,312.945156879342
2024-02-28,abuja,maize,4385,311.0590158702292
2024-02-29,abuja,maize,4776,292.1475993061818
2024-03-01,abuja,maize,3273,303.21556005345224
2024-03-02,abuja,maize,4539,263.95765163406367
2024-03-03,abuja,maize,4888,297.5730737536724
2024-03-04,abuja,maize,4651,285.7744376740733
2024-03-05,abuja,maize,4711,290.4805619743786
2024-03-06,abuja,maize,3812,268.3131490175273
2024-03-07,abuja,maize,3441,329.0098842774897
2024-03-08,abuja,maize,4658,270.58740915119625
2024-03-09,abuja,maize,2840,279.29251634088024
2024-03-10,abuja,maize,2699,300.2064084571534
2024-03-11,abuja,maize,4239,277.25387810011335
2024-03-12,abuja,maize,3222,321.31086294016865
2024-03-13,abuja,maize,3674,323.1800063831459
2024-03-14,abuja,maize,4471,317.6456105141014
2024-03-15,abuja,maize,3234,308.0504919867864
2024-03-16,abuja,maize,3637,303.59558928062154
2024-03-17,abuja,maize,4422,310.9262009528548
2024-03-18,abuja,maize,4236,303.2235599722876
2024-03-19,abuja,maize,4653,305.04662868211096
2024-03-20,abuja,maize,3700,317.8422916837094
2024-03-21,abuja,maize,4357,332.9090586127748
2024-03-22,abuja,maize,3177,307.187022674608
2024-03-23,abuja,maize,4696,323.1806575472781
2024-03-24,abuja,maize,4156,297.6561070776419
2024-03-25,abuja,maize,5578,305.5894295813802
2024-03-26,abuja,maize,3700,350.4344815547956
2024-03-27,abuja,maize,4928,332.08917720800196
2024-03-28,abuja,maize,4645,321.0986358231639
2024-03-29,abuja,maize,4901,318.68011143580907
2024-03-30,abuja,maize,4922,283.33330708807546
2024-03-31,abuja,maize,4164,298.92816009599676
2024-04-01,abuja,maize,3344,292.860384752504
2024-04-02,abuja,maize,3188,335.6497089211303
2024-04-03,abuja,maize,3349,360.1261942509731
2024-04-04,abuja,maize,3608,333.7413426677392
2024-04-05,abuja,maize,3431,333.7284879728205
2024-04-06,abuja,maize,2962,319.20137662425606
2024-04-07,abuja,maize,4375,296.21653350132976
2024-04-08,abuja,maize,4300,288.60989136730126
2024-04-09,abuja,maize,3682,270.7653148086608
2024-04-10,abuja,maize,3857,303.34700666988743
2024-04-11,abuja,maize,4060,326.9148895856349
2024-04-12,abuja,maize,3325,387.3248498287391
2024-04-13,abuja,maize,3891,375.87482744789554
2024-04-14,abuja,maize,4730,334.85330672314547
2024-04-15,abuja,maize,3049,372.17187096922686
2024-04-16,abuja,maize,4672,355.79497999658446
2024-04-17,abuja,maize,5280,282.00287475761525
2024-04-18,abuja,maize,4749,340.4067755698883
2024-04-19,abuja,maize,3419,336.95740968449485
2024-04-20,abuja,maize,4407,334.434799941554
2024-04-21,abuja,maize,3325,303.08308662143264
2024-04-22,abuja,maize,4026,329.253372819804
2024-04-23,abuja,maize,4995,287.723148971991
2024-04-24,abuja,maize,4577,344.1875890264788
2024-04-25,abuja,maize,2603,325.9137602875094
2024-04-26,abuja,maize,3656,309.24792910188944
2024-04-27,abuja,maize,4597,372.30448677713946
2024-04-28,abuja,maize,3371,350.6396358464189
2024-04-29,abuja,maize,3103,357.1346540783064
2024-04-30,abuja,maize,3680,347.16524203752243
2024-05-01,abuja,maize,4585,351.9672215138833
2024-05-02,abuja,maize,4457,343.50404862761616
2024-05-03,abuja,maize,4144,359.3403735042134
2024-05-04,abuja,maize,4396,361.3475511605032
2024-05-05,abuja,maize,3904,365.4953861181949
2024-05-06,abuja,maize,3601,357.9429883394125
2024-05-07,abuja,maize,2612,359.0263277742825
2024-05-08,abuja,maize,2746,346.2271308891507
2024-05-09,abuja,maize,4809,333.28182444332356
2024-05-10,abuja,maize,4642,338.34731225578116
2024-05-11,abuja,maize,4460,343.3991660432748
2024-05-12,abuja,maize,4073,384.8110909257318
2024-05-13,abuja,maize,4403,361.22767695444804
2024-05-14,abuja,maize,3512,355.7848667032564
2024-05-15,abuja,maize,3580,341.2501635550534
2024-05-16,abuja,maize,4018,320.1363447868444
2024-05-17,abuja,maize,3683,361.68176657994445
2024-05-18,abuja,maize,3296,345.8909679222825
2024-05-19,abuja,maize,5319,310.952661109198
2024-05-20,abuja,maize,4166,396.30129312568977
2024-05-21,abuja,maize,3687,415.78875466378327
2024-05-22,abuja,maize,4460,327.5694703573876
2024-05-23,abuja,maize,4786,337.9435562559179
2024-05-24,abuja,maize,3070,365.0858846968107
2024-05-25,abuja,maize,3193,368.4855076954958
2024-05-26,abuja,maize,4736,379.1591860800409
2024-05-27,abuja,maize,5308,373.55669597690513
2024-05-28,abuja,maize,4572,360.8786987646057
2024-05-29,abuja,maize,3859,402.1885467564834
2024-05-30,abuja,maize,4623,343.649257172335
2024-05-31,abuja,maize,3349,368.6910763313479
2024-06-01,abuja,maize,3749,409.9281963933016
2024-06-02,abuja,maize,3413,375.76519209667515
2024-06-03,abuja,maize,2922,343.73004618895834
2024-06-04,abuja,maize,4529,376.0665391919852
2024-06-05,abuja,maize,417,392.5447669514467
2024-06-06,abuja,maize,3127,358.2016327253952
2024-06-07,abuja,maize,3644,353.2995685916229
2024-06-08,abuja,maize,4603,385.54586169241213
2024-06-09,abuja,maize,4077,399.4523986977225
2024-06-10,abuja,maize,3985,356.3223177692381
2024-06-11,abuja,maize,4714,361.8015408749242
2024-06-12,abuja,maize,4197,379.55936001846067
2024-06-13,abuja,maize,3286,380.3218704822958
2024-06-14,abuja,maize,2553,389.50219800657635
2024-06-15,abuja,maize,4497,334.0119208308756
2024-06-16,abuja,maize,4471,352.5896980148907
2024-06-17,abuja,maize,3177,425.9363368897471
2024-06-18,abuja,maize,4341,385.3199029264659
2024-06-19,abuja,maize,2974,362.52866128095155
2024-06-20,abuja,maize,5507,376.2637799008408
2024-06-21,abuja,maize,3483,391.3496090406282
2024-06-22,abuja,maize,2941,419.373967252551
2024-06-23,abuja,maize,4442,362.7478214931426
2024-06-24,abuja,maize,3864,351.5045600250343
2024-06-25,abuja,maize,3180,353.7222446141146
2024-06-26,abuja,maize,3295,339.74149376003504
2024-06-27,abuja,maize,2566,359.03436775683696
2024-06-28,abuja,maize,2862,363.80542751687636
2024-06-29,abuja,maize,4279,343.01323654291366
2024-06-30,abuja,maize,3361,359.64183677267283
2024-07-01,abuja,maize,3588,344.45284293417535
2024-07-02,abuja,maize,3468,405.16486127793587
2024-07-03,abuja,maize,5122,375.6720818604525
2024-07-04,abuja,maize,4047,391.1370374772701
2024-07-05,abuja,maize,4074,366.46880737957497
2024-07-06,abuja,maize,4514,393.5420251942435
2024-07-07,abuja,maize,4175,399.33979553242574
2024-07-08,abuja,maize,3514,363.3901329286615
2024-07-09,abuja,maize,2911,382.3546594907101
2024-07-10,abuja,maize,4927,386.4204363273039
2024-07-11,abuja,maize,4921,387.1604327558199
2024-07-12,abuja,maize,3467,426.38923136702823
2024-07-13,abuja,maize,2804,396.97789134259915
2024-07-14,abuja,maize,4394,378.80521028775235
2024-07-15,abuja,maize,3113,346.9130211975226
2024-07-16,abuja,maize,2586,366.03601699135965
2024-07-17,abuja,maize,5143,337.32438774152865
2024-07-18,abuja,maize,2582,407.7358458122617
2024-07-19,abuja,maize,3837,411.3617790437541
2024-07-20,abuja,maize,3801,359.2045983360459
2024-07-21,abuja,maize,4784,429.52523059403586
2024-07-22,abuja,maize,4064,405.8570878174938
2024-07-23,abuja,maize,2339,388.56220169935733
2024-07-24,abuja,maize,5453,395.7191419581807
2024-07-25,abuja,maize,3366,374.5962260063723
2024-07-26,abuja,maize,4420,448.02601908051184
2024-07-27,abuja,maize,4439,382.69564902027724
2024-07-28,abuja,maize,4080,437.22356220304175
2024-07-29,abuja,maize,5791,423.02704734715417
2024-07-30,abuja,maize,2920,406.508223870596
2024-07-31,abuja,maize,5089,376.26932317789925
2024-08-01,abuja,maize,2712,410.148091624196
2024-08-02,abuja,maize,5321,358.0777953127632
2024-08-03,abuja,maize,4282,392.86574910513843
2024-08-04,abuja,maize,5247,343.5549293016601
2024-08-05,abuja,maize,4713,372.73215831027494
2024-08-06,abuja,maize,2260,382.0571841586573
2024-08-07,abuja,maize,5195,381.62037192197783
2024-08-08,abuja,maize,4640,431.57002207569093
2024-08-09,abuja,maize,4338,391.44216931225174
2024-08-10,abuja,maize,3233,381.139882223898
2024-08-11,abuja,maize,4225,363.8558608920741
2024-08-12,abuja,maize,3901,371.3701739747883
2024-08-13,abuja,maize,3346,366.6358657415635
2024-08-14,abuja,maize,4556,412.08176946353814
2024-08-15,abuja,maize,5508,377.9759040225069
2024-08-16,abuja,maize,2857,402.5890754839988
2024-08-17,abuja,maize,4467,374.6609272934482
2024-08-18,abuja,maize,3506,391.7302267793951
2024-08-19,abuja,maize,5089,372.97259149482187
2024-08-20,abuja,maize,3926,360.528501726954
2024-08-21,abuja,maize,5516,381.7130194918818
2024-08-22,abuja,maize,4448,417.29092122414016
2024-08-23,abuja,maize,4144,375.3131642375637
2024-08-24,abuja,maize,3309,434.28150713135614
2024-08-25,abuja,maize,1294,396.39670596145527
2024-08-26,abuja,maize,4264,412.6746427707277
2024-08-27,abuja,maize,2445,415.6127213632828
2024-08-28,abuja,maize,4102,378.97704905863475
2024-08-29,abuja,maize,3362,380.03454852583565
2024-08-30,abuja,maize,3614,327.8372703475919
2024-08-31,abuja,maize,5583,393.36474654321506
2024-09-01,abuja,maize,2420,426.60421753424725
2024-09-02,abuja,maize,6491,393.78600656056705
2024-09-03,abuja,maize,4577,366.74466630396074
2024-09-04,abuja,maize,4327,404.0885664952971
2024-09-05,abuja,maize,2472,393.46266746923607
2024-09-06,abuja,maize,3224,406.2286134694248
2024-09-07,abuja,maize,1757,397.55695798979843
2024-09-08,abuja,maize,4022,399.24672897111884
2024-09-09,abuja,maize,2622,388.2286975592734
2024-09-10,abuja,maize,3582,416.13609483226213
2024-09-11,abuja,maize,4642,389.8792340636252
2024-09-12,abuja,maize,3375,407.9361068715097
2024-09-13,abuja,maize,4652,421.7599739304709
2024-09-14,abuja,maize,4121,358.68782280743295
2024-09-15,abuja,maize,3980,400.36762747111976
2024-09-16,abuja,maize,3162,360.21628507576514
2024-09-17,abuja,maize,3691,381.5965464087114
2024-09-18,abuja,maize,4011,400.6130768281955
2024-09-19,abuja,maize,2168,366.84436369038673
2024-09-20,abuja,maize,4654,399.1683475184148
2024-09-21,abuja,maize,5138,423.30068822874125
2024-09-22,abuja,maize,3976,468.0064594622657
2024-09-23,abuja,maize,4037,398.54760357462743
2024-09-24,abuja,maize,4645,434.8316121085253
2024-09-25,abuja,maize,3914,388.49401435435266
2024-09-26,abuja,maize,4578,382.06937100281704
2024-09-27,abuja,maize,4527,399.0023761974941
2024-09-28,abuja,maize,4065,378.1117750855318
2024-09-29,abuja,maize,3208,412.4410763315282
2024-09-30,abuja,maize,4557,370.03150965300097
2024-10-01,abuja,maize,3040,445.22247715127247
2024-10-02,abuja,maize,3801,417.7395395686622
2024-10-03,abuja,maize,5232,422.3881218416958
2024-10-04,abuja,maize,5055,409.3299136147965
2024-10-05,abuja,maize,4408,361.93916160057057
2024-10-06,abuja,maize,4819,384.3877938134544
2024-10-07,abuja,maize,4777,373.922139634187
2024-10-08,abuja,maize,3333,379.3716917266659
2024-10-09,abuja,maize,4664,377.5039042629267
2024-10-10,abuja,maize,3017,445.47270021763103
2024-10-11,abuja,maize,3291,384.70927627084444
2024-10-12,abuja,maize,4469,411.8260594151931
2024-10-13,abuja,maize,3966,403.81094831327425
2024-10-14,abuja,maize,4731,387.99111541265876
2024-10-15,abuja,maize,2640,375.60630404021515
2024-10-16,abuja,maize,4855,391.33950908862727
2024-10-17,abuja,maize,3738,381.4015910553659
2024-10-18,abuja,maize,3204,362.5866637165498
2024-10-19,abuja,maize,4518,416.30294221902244
2024-10-20,abuja,maize,4670,425.82245499632035
2024-10-21,abuja,maize,4448,372.3810264764717
2024-10-22,abuja,maize,3973,428.4609322589733
2024-10-23,abuja,maize,5658,394.74492454730785
2024-10-24,abuja,maize,4778,419.8997613294419
2024-10-25,abuja,maize,4957,419.9158671149593
2024-10-26,abuja,maize,3755,387.78305742176394
2024-10-27,abuja,maize,3511,396.8399117058288
2024-10-28,abuja,maize,3831,403.32875555272926
2024-10-29,abuja,maize,3557,407.9961244130726
2024-10-30,abuja,maize,3673,434.8637920780209
2024-10-31,abuja,maize,4621,405.1532321329655
2024-11-01,abuja,maize,2917,407.721582093265
2024-11-02,abuja,maize,4496,396.62992501059716
2024-11-03,abuja,maize,4988,385.71652531766796
2024-11-04,abuja,maize,2871,380.052435694431
2024-11-05,abuja,maize,5010,349.8624529079321
2024-11-06,abuja,maize,3524,424.96564555009866
2024-11-07,abuja,maize,4860,379.50829506577725
2024-11-08,abuja,maize,4939,421.0199872944142
2024-11-09,abuja,maize,4002,432.094724311818
2024-11-10,abuja,maize,3888,394.15204812455096
2024-11-11,abuja,maize,4021,377.359469732388
2024-11-12,abuja,maize,3659,395.2936651104742
2024-11-13,abuja,maize,4845,402.86060837443387
2024-11-14,abuja,maize,3391,415.50218676863125
2024-11-15,abuja,maize,3884,374.8566553536735
2024-11-16,abuja,maize,4154,392.506544661087
2024-11-17,abuja,maize,3803,356.2221245066848
2024-11-18,abuja,maize,4017,403.1226409162931
2024-11-19,abuja,maize,3918,417.5496680622767
2024-11-20,abuja,maize,4109,337.3473115936507
2024-11-21,abuja,maize,4084,423.44607443391055
2024-11-22,abuja,maize,4935,417.44036615973266
2024-11-23,abuja,maize,3338,375.8742736279917
2024-11-24,abuja,maize,3397,352.9763565776062
2024-11-25,abuja,maize,4979,379.06711942360636
2024-11-26,abuja,maize,3720,393.7716904457184
2024-11-27,abuja,maize,1612,390.6143455265719
2024-11-28,abuja,maize,2545,422.6943427444124
2024-11-29,abuja,maize,3871,398.8751005801073
2024-11-30,abuja,maize,3474,398.18626138205167
